GEO.id,GEO.id2,GEO.display-label,OCC,OCCUPATION2010.display-label,EST_HC1_VC2,EST_HC2_VC2,EST_HC3_VC2,EST_HC4_VC2,EST_HC5_VC2,EST_HC6_VC2,EST_HC7_VC2,EST_HC8_VC2,EST_HC9_VC2,EST_HC10_VC2,EST_HC11_VC2,EST_HC12_VC2,EST_HC13_VC2,EST_HC14_VC2,EST_HC15_VC2,EST_HC16_VC2,EST_HC1_VC3,EST_HC2_VC3,EST_HC3_VC3,EST_HC4_VC3,EST_HC5_VC3,EST_HC6_VC3,EST_HC7_VC3,EST_HC8_VC3,EST_HC9_VC3,EST_HC10_VC3,EST_HC11_VC3,EST_HC12_VC3,EST_HC13_VC3,EST_HC14_VC3,EST_HC15_VC3,EST_HC16_VC3,EST_HC1_VC5,EST_HC2_VC5,EST_HC3_VC5,EST_HC4_VC5,EST_HC5_VC5,EST_HC6_VC5,EST_HC7_VC5,EST_HC8_VC5,EST_HC9_VC5,EST_HC10_VC5,EST_HC11_VC5,EST_HC12_VC5,EST_HC13_VC5,EST_HC14_VC5,EST_HC15_VC5,EST_HC16_VC5,EST_HC1_VC6,EST_HC2_VC6,EST_HC3_VC6,EST_HC4_VC6,EST_HC5_VC6,EST_HC6_VC6,EST_HC7_VC6,EST_HC8_VC6,EST_HC9_VC6,EST_HC10_VC6,EST_HC11_VC6,EST_HC12_VC6,EST_HC13_VC6,EST_HC14_VC6,EST_HC15_VC6,EST_HC16_VC6,EST_HC1_VC8,EST_HC2_VC8,EST_HC3_VC8,EST_HC4_VC8,EST_HC5_VC8,EST_HC6_VC8,EST_HC7_VC8,EST_HC8_VC8,EST_HC9_VC8,EST_HC10_VC8,EST_HC11_VC8,EST_HC12_VC8,EST_HC13_VC8,EST_HC14_VC8,EST_HC15_VC8,EST_HC16_VC8,EST_HC1_VC9,EST_HC2_VC9,EST_HC3_VC9,EST_HC4_VC9,EST_HC5_VC9,EST_HC6_VC9,EST_HC7_VC9,EST_HC8_VC9,EST_HC9_VC9,EST_HC10_VC9,EST_HC11_VC9,EST_HC12_VC9,EST_HC13_VC9,EST_HC14_VC9,EST_HC15_VC9,EST_HC16_VC9,MOE_HC1_VC2,MOE_HC2_VC2,MOE_HC3_VC2,MOE_HC4_VC2,MOE_HC5_VC2,MOE_HC6_VC2,MOE_HC7_VC2,MOE_HC8_VC2,MOE_HC9_VC2,MOE_HC10_VC2,MOE_HC11_VC2,MOE_HC12_VC2,MOE_HC13_VC2,MOE_HC14_VC2,MOE_HC15_VC2,MOE_HC16_VC2,MOE_HC1_VC3,MOE_HC2_VC3,MOE_HC3_VC3,MOE_HC4_VC3,MOE_HC5_VC3,MOE_HC6_VC3,MOE_HC7_VC3,MOE_HC8_VC3,MOE_HC9_VC3,MOE_HC10_VC3,MOE_HC11_VC3,MOE_HC12_VC3,MOE_HC13_VC3,MOE_HC14_VC3,MOE_HC15_VC3,MOE_HC16_VC3,MOE_HC1_VC5,MOE_HC2_VC5,MOE_HC3_VC5,MOE_HC4_VC5,MOE_HC5_VC5,MOE_HC6_VC5,MOE_HC7_VC5,MOE_HC8_VC5,MOE_HC9_VC5,MOE_HC10_VC5,MOE_HC11_VC5,MOE_HC12_VC5,MOE_HC13_VC5,MOE_HC14_VC5,MOE_HC15_VC5,MOE_HC16_VC5,MOE_HC1_VC6,MOE_HC2_VC6,MOE_HC3_VC6,MOE_HC4_VC6,MOE_HC5_VC6,MOE_HC6_VC6,MOE_HC7_VC6,MOE_HC8_VC6,MOE_HC9_VC6,MOE_HC10_VC6,MOE_HC11_VC6,MOE_HC12_VC6,MOE_HC13_VC6,MOE_HC14_VC6,MOE_HC15_VC6,MOE_HC16_VC6,MOE_HC1_VC8,MOE_HC2_VC8,MOE_HC3_VC8,MOE_HC4_VC8,MOE_HC5_VC8,MOE_HC6_VC8,MOE_HC7_VC8,MOE_HC8_VC8,MOE_HC9_VC8,MOE_HC10_VC8,MOE_HC11_VC8,MOE_HC12_VC8,MOE_HC13_VC8,MOE_HC14_VC8,MOE_HC15_VC8,MOE_HC16_VC8,MOE_HC1_VC9,MOE_HC2_VC9,MOE_HC3_VC9,MOE_HC4_VC9,MOE_HC5_VC9,MOE_HC6_VC9,MOE_HC7_VC9,MOE_HC8_VC9,MOE_HC9_VC9,MOE_HC10_VC9,MOE_HC11_VC9,MOE_HC12_VC9,MOE_HC13_VC9,MOE_HC14_VC9,MOE_HC15_VC9,MOE_HC16_VC9,
0500000US36005,36005,"Bronx County, New York",350,Medical and health services managers 0350 (SOC 11-9111),2565,250,895,475,805,0,60,0,15,0,0,0,(X),(X),(X),65,100,10,35,19,31,0,2,0,1,0,0,0,(X),(X),(X),3,800,60,165,175,330,0,30,0,0,0,0,0,(X),(X),(X),35,31,2,6,7,13,0,1,0,0,0,0,0,(X),(X),(X),1,1765,195,730,300,470,0,30,0,15,0,0,0,(X),(X),(X),25,69,8,29,12,18,0,1,0,1,0,0,0,(X),(X),(X),1,337,111,219,162,184,123,44,123,24,123,123,123,(X),(X),(X),54,1,4,7,6,6,1,2,1,1,1,1,1,(X),(X),(X),2,243,67,111,118,128,123,31,123,123,123,123,123,(X),(X),(X),39,8,3,4,4,4,1,1,1,1,1,1,1,(X),(X),(X),2,277,96,213,113,155,123,31,123,24,123,123,123,(X),(X),(X),35,8,4,7,4,6,1,1,1,1,1,1,1,(X),(X),(X),1,
0500000US36005,36005,"Bronx County, New York",510,"Buyers and purchasing agents, farm products 0510 (SOC 13-1021)",20,0,0,20,0,0,0,0,0,0,0,0,(X),(X),(X),0,100,0,0,100,0,0,0,0,0,0,0,0,(X),(X),(X),0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),0,0,0,0,0,0,0,0,0,0,0,0,0,(X),(X),(X),0,20,0,0,20,0,0,0,0,0,0,0,0,(X),(X),(X),0,100,0,0,100,0,0,0,0,0,0,0,0,(X),(X),(X),0,34,123,123,34,123,123,123,123,123,123,123,123,(X),(X),(X),123,69,69,69,69,69,69,69,69,69,69,69,69,(X),(X),(X),69,123,123,123,123,123,123,123,123,123,123,123,123,(X),(X),(X),123,69,69,69,69,69,69,69,69,69,69,69,69,(X),(X),(X),69,34,123,123,34,123,123,123,123,123,123,123,123,(X),(X),(X),123,69,69,69,69,69,69,69,69,69,69,69,69,(X),(X),(X),69,
0500000US36005,36005,"Bronx County, New York",540,"Claims adjusters, appraisers, examiners, and investigators 0540 (SOC 13-1030)",810,35,255,210,250,15,0,0,0,0,0,0,(X),(X),(X),40,100,4,32,26,31,2,0,0,0,0,0,0,(X),(X),(X),5,130,0,0,40,70,0,0,0,0,0,0,0,(X),(X),(X),20,16,0,0,5,9,0,0,0,0,0,0,0,(X),(X),(X),3,685,35,255,170,185,15,0,0,0,0,0,0,(X),(X),(X),25,85,4,32,21,23,2,0,0,0,0,0,0,(X),(X),(X),3,228,39,122,133,114,24,123,123,123,123,123,123,(X),(X),(X),48,4,5,13,14,13,3,4,4,4,4,4,4,(X),(X),(X),6,74,123,123,44,56,123,123,123,123,123,123,123,(X),(X),(X),27,8,4,4,5,7,4,4,4,4,4,4,4,(X),(X),(X),3,204,39,122,115,102,24,123,123,123,123,123,123,(X),(X),(X),40,8,5,13,12,12,3,4,4,4,4,4,4,(X),(X),(X),5,
0500000US36005,36005,"Bronx County, New York",565,Compliance officers 0565 (SOC 13-1041),455,50,155,45,175,0,25,0,0,0,0,0,(X),(X),(X),0,100,11,34,10,39,0,6,0,0,0,0,0,(X),(X),(X),0,160,25,65,10,35,0,25,0,0,0,0,0,(X),(X),(X),0,35,6,14,2,8,0,6,0,0,0,0,0,(X),(X),(X),0,295,20,95,35,145,0,0,0,0,0,0,0,(X),(X),(X),0,65,4,21,8,32,0,0,0,0,0,0,0,(X),(X),(X),0,167,50,104,46,109,123,29,123,123,123,123,123,(X),(X),(X),123,7,11,18,10,19,7,6,7,7,7,7,7,(X),(X),(X),7,88,45,60,14,43,123,29,123,123,123,123,123,(X),(X),(X),123,16,10,12,3,9,7,6,7,7,7,7,7,(X),(X),(X),7,138,25,79,42,93,123,123,123,123,123,123,123,(X),(X),(X),123,16,6,14,9,16,7,7,7,7,7,7,7,(X),(X),(X),7,
0500000US36005,36005,"Bronx County, New York",640,"Compensation, benefits, and job analysis specialists 0640 (SOC 13-1141)",290,35,50,15,155,0,10,0,0,25,0,0,(X),(X),(X),0,100,12,17,5,53,0,3,0,0,9,0,0,(X),(X),(X),0,70,0,25,0,40,0,10,0,0,0,0,0,(X),(X),(X),0,24,0,9,0,14,0,3,0,0,0,0,0,(X),(X),(X),0,220,35,30,15,115,0,0,0,0,25,0,0,(X),(X),(X),0,76,12,10,5,40,0,0,0,0,9,0,0,(X),(X),(X),0,144,53,49,30,110,123,19,123,123,39,123,123,(X),(X),(X),123,11,16,17,10,22,11,7,11,11,13,11,11,(X),(X),(X),11,70,123,40,123,60,123,19,123,123,123,123,123,(X),(X),(X),123,23,11,14,11,20,11,7,11,11,11,11,11,(X),(X),(X),11,135,53,34,30,98,123,123,123,123,39,123,123,(X),(X),(X),123,23,16,12,10,24,11,11,11,11,13,11,11,(X),(X),(X),11,
0500000US36005,36005,"Bronx County, New York",650,Training and development specialists 0650 (SOC 13-1151),300,10,55,4,220,0,10,0,0,0,0,0,(X),(X),(X),0,100,3,18,1,73,0,3,0,0,0,0,0,(X),(X),(X),0,75,0,25,4,45,0,4,0,0,0,0,0,(X),(X),(X),0,25,0,8,1,15,0,1,0,0,0,0,0,(X),(X),(X),0,225,10,30,0,175,0,4,0,0,0,0,0,(X),(X),(X),0,75,3,10,0,58,0,1,0,0,0,0,0,(X),(X),(X),0,155,19,50,7,133,123,18,123,123,123,123,123,(X),(X),(X),123,11,7,16,2,19,11,6,11,11,11,11,11,(X),(X),(X),11,69,123,33,7,51,123,11,123,123,123,123,123,(X),(X),(X),123,17,11,11,2,14,11,3,11,11,11,11,11,(X),(X),(X),11,117,19,38,123,108,123,11,123,123,123,123,123,(X),(X),(X),123,17,7,13,11,20,11,3,11,11,11,11,11,(X),(X),(X),11,
0500000US36005,36005,"Bronx County, New York",710,Management analysts 0710 (SOC 13-1111),1000,50,130,440,315,0,65,0,0,0,0,0,(X),(X),(X),0,100,5,13,44,32,0,7,0,0,0,0,0,(X),(X),(X),0,560,40,80,225,150,0,65,0,0,0,0,0,(X),(X),(X),0,56,4,8,23,15,0,7,0,0,0,0,0,(X),(X),(X),0,440,10,55,215,160,0,0,0,0,0,0,0,(X),(X),(X),0,44,1,6,22,16,0,0,0,0,0,0,0,(X),(X),(X),0,217,46,78,145,137,123,57,123,123,123,123,123,(X),(X),(X),123,3,5,7,13,10,3,6,3,3,3,3,3,(X),(X),(X),3,154,44,67,105,103,123,57,123,123,123,123,123,(X),(X),(X),123,12,5,6,11,10,3,6,3,3,3,3,3,(X),(X),(X),3,162,13,46,119,105,123,123,123,123,123,123,123,(X),(X),(X),123,12,1,5,11,9,3,3,3,3,3,3,3,(X),(X),(X),3,
0500000US36005,36005,"Bronx County, New York",800,Accountants and auditors 0800 (SOC 13-2011),5775,525,1325,1115,2075,0,570,0,45,0,4,25,(X),(X),(X),85,100,9,23,19,36,0,10,0,1,0,0,0,(X),(X),(X),2,2175,160,440,640,690,0,215,0,4,0,4,0,(X),(X),(X),20,38,3,8,11,12,0,4,0,0,0,0,0,(X),(X),(X),0,3595,365,880,475,1385,0,360,0,40,0,0,25,(X),(X),(X),70,62,6,15,8,24,0,6,0,1,0,0,0,(X),(X),(X),1,618,181,335,199,341,123,209,123,64,123,15,29,(X),(X),(X),70,1,3,5,3,5,1,3,1,1,1,0,1,(X),(X),(X),1,370,99,183,161,194,123,102,123,19,123,15,123,(X),(X),(X),33,5,2,3,3,3,1,2,1,0,1,0,1,(X),(X),(X),1,459,172,280,125,276,123,174,123,63,123,123,29,(X),(X),(X),63,5,3,4,2,4,1,3,1,1,1,1,1,(X),(X),(X),1,
0500000US36005,36005,"Bronx County, New York",1005,Computer and information research scientists 1005 (SOC 15-1111),110,0,30,40,35,0,4,0,0,0,0,0,(X),(X),(X),0,100,0,27,36,32,0,4,0,0,0,0,0,(X),(X),(X),0,105,0,30,40,35,0,0,0,0,0,0,0,(X),(X),(X),0,96,0,27,36,32,0,0,0,0,0,0,0,(X),(X),(X),0,4,0,0,0,0,0,4,0,0,0,0,0,(X),(X),(X),0,4,0,0,0,0,0,4,0,0,0,0,0,(X),(X),(X),0,95,123,50,60,56,123,10,123,123,123,123,123,(X),(X),(X),123,27,27,43,48,49,27,11,27,27,27,27,27,(X),(X),(X),27,95,123,50,60,56,123,123,123,123,123,123,123,(X),(X),(X),123,11,27,43,48,49,27,27,27,27,27,27,27,(X),(X),(X),27,10,123,123,123,123,123,10,123,123,123,123,123,(X),(X),(X),123,11,27,27,27,27,27,11,27,27,27,27,27,(X),(X),(X),27,
0500000US36005,36005,"Bronx County, New York",1010,Computer programmers 1010 (SOC 15-1131),600,70,80,220,85,0,145,0,0,0,0,0,(X),(X),(X),0,100,12,13,37,14,0,24,0,0,0,0,0,(X),(X),(X),0,380,25,65,115,50,0,120,0,0,0,0,0,(X),(X),(X),0,63,4,11,19,8,0,20,0,0,0,0,0,(X),(X),(X),0,220,45,10,105,35,0,25,0,0,0,0,0,(X),(X),(X),0,37,8,2,18,6,0,4,0,0,0,0,0,(X),(X),(X),0,172,75,60,105,60,123,76,123,123,123,123,123,(X),(X),(X),123,6,12,10,13,9,6,11,6,6,6,6,6,(X),(X),(X),6,119,41,54,65,46,123,62,123,123,123,123,123,(X),(X),(X),123,13,7,9,9,7,6,10,6,6,6,6,6,(X),(X),(X),6,108,62,17,59,44,123,37,123,123,123,123,123,(X),(X),(X),123,13,10,3,8,7,6,6,6,6,6,6,6,(X),(X),(X),6,
